year,month,day,price,downpmt,monthdue,payment_left,monthly_payment,pmttype,credit_score,age,gender,default
2021,10,11,810.16,50,12,760.16,63.34666667,4,1,28,2,0
2021,6,19,779,50,4,729,182.25,5,5,28,1,0
2021,9,17,449,38,13,411,31.61538462,1,0,28,2,0
2021,3,25,629.5,25,4.25,604.5,142.2352941,5,0,28,1,0
2021,12,6,449,19,5.5,430,78.18181818,4,3,28,2,0
2021,10,8,1034.24,250,4,784.24,196.06,5,0,28,1,0
2021,9,4,698.54,50,4.25,648.54,152.5976471,4,0,28,1,0
2021,7,16,486.04,19,4,467.04,116.76,4,1,28,1,0
2021,8,18,709,28,4,681,170.25,1,6,28,1,0
2021,9,2,729,100,4,629,157.25,4,3,28,2,0
2021,1,5,508.56,508.56,9,0,0,1,0,28,2,0
2021,11,17,1178,200,4,978,244.5,4,0,28,2,1
2021,2,21,958,50,4,908,227,4,0,28,2,0
2021,8,4,529.34,529.34,9,0,0,1,0,28,1,0
2021,1,10,449,20,4,429,107.25,4,0,28,2,0
2021,9,3,737.36,25,4,712.36,178.09,4,0,28,1,0
2021,3,23,829,829,6,0,0,1,0,28,1,0
2021,10,6,1058.69,1058.69,6,0,0,1,0,28,1,0
2021,5,13,712.49,100,9,612.49,68.05444444,5,1,28,2,0
2021,3,21,212.93,212.93,33,0,0,1,1,28,2,0
2021,1,11,779,50,12,729,60.75,5,0,28,2,0
2021,11,11,699,250,6,449,74.83333333,5,4,28,2,0
2021,11,18,776.39,100,9,676.39,75.15444444,5,6,28,1,0
2021,3,9,1178,150,12.1,1028,84.95867769,1,0,28,1,0
2021,5,12,929,100,11,829,75.36363636,3,0,28,1,0
2021,10,3,465.43,50,8,415.43,51.92875,1,0,28,2,0
2021,8,19,829,20,7,809,115.5714286,1,1,28,2,0
2021,4,3,929,250,9,679,75.44444444,5,3,28,2,0
2021,3,4,1158,1158,6,0,0,1,0,28,1,0
2021,8,16,1269.3,100,6,1169.3,194.8833333,4,1,28,1,0
2021,3,15,486.04,25,4,461.04,115.26,4,4,28,1,0
2021,9,12,978,978,6,0,0,1,1,28,2,0
2021,12,12,449,19,4,430,107.5,1,0,28,2,1
2021,12,19,489,245,9,244,27.11111111,4,6,28,2,0
2021,4,21,1275.19,100,6,1175.19,195.865,4,0,28,2,0
2021,8,22,1178,100,6,1078,179.6666667,5,4,28,2,0
2021,10,18,1090.49,100,11,990.49,90.04454545,5,0,28,1,0
2021,6,7,1178,175,9,1003,111.4444444,5,1,28,1,0
2021,10,17,826,250,9,576,64,1,0,28,1,0
2021,7,11,457.99,457.99,3,0,0,1,6,28,2,0
2021,1,17,629.5,50,4.25,579.5,136.3529412,4,0,28,1,0
2021,3,17,449,19,4,430,107.5,4,0,28,2,0
2021,4,23,929,100,9,829,92.11111111,1,4,28,1,0
2021,1,12,779,50,8.5,729,85.76470588,1,5,28,1,0
2021,8,13,780.03,780.03,3,0,0,1,0,28,2,0
2021,10,13,1046.46,100,6,946.46,157.7433333,1,0,28,1,0
2021,10,12,799,100,2.75,699,254.1818182,5,5,28,1,0
2021,6,5,1221.06,1221.06,6,0,0,1,0,28,1,0
2021,9,12,933.94,100,5.5,833.94,151.6254545,3,4,28,1,0
2021,8,22,979,25,8.5,954,112.2352941,4,1,28,2,0
2021,5,19,931.74,100,5.5,831.74,151.2254545,4,0,28,1,0
2021,7,25,1221.06,100,5.5,1121.06,203.8290909,4,3,28,2,0
2021,6,6,149,149,12,0,0,1,4,28,2,0
2021,8,12,951.52,150,5.5,801.52,145.7309091,1,1,28,2,0
2021,10,9,951.52,500,6,451.52,75.25333333,4,0,28,1,0
2021,11,1,1037.74,518.34,5.5,519.4,94.43636364,5,4,28,1,0
2021,8,5,809,50,22,759,34.5,1,3,28,1,0
2021,3,6,1129,50,5.5,1079,196.1818182,1,4,28,1,0
2021,3,17,599,1,4,598,149.5,4,6,28,1,0
2021,11,5,979,40,8.5,939,110.4705882,1,0,28,2,1
2021,12,12,999,5,7,994,142,4,0,28,2,0
2021,10,9,879,150,5.5,729,132.5454545,5,1,28,2,0
2021,1,23,149,149,13,0,0,1,1,28,1,0
2021,5,23,599,5,4,594,148.5,5,0,28,1,0
2021,12,24,599,25,4,574,143.5,1,2,28,1,0
2021,4,13,1047.53,40,5.89,1007.53,171.057725,1,1,28,2,1
2021,4,18,489,489,8,0,0,1,0,28,2,0
2021,6,18,859,32,2.75,827,300.7272727,1,4,28,1,0
2021,11,21,529.34,264.67,8,264.67,33.08375,5,1,28,2,0
2021,8,24,979,1,5.5,978,177.8181818,3,1,28,1,0
2021,8,12,456.89,456.89,10,0,0,1,3,28,2,0
2021,1,8,1122.16,100,5.5,1022.16,185.8472727,1,6,28,1,0
2021,4,23,773,37,2.75,736,267.6363636,4,0,28,2,0
2021,2,16,1381.12,275,5.72,1106.12,193.3776224,5,0,28,2,1
2021,11,17,689,150,4,539,134.75,5,4,28,2,0
2021,8,5,504,504,8,0,0,1,1,28,1,0
2021,1,17,910.32,100,5.5,810.32,147.3309091,4,0,28,2,0
2021,5,8,523.23,523.23,8,0,0,1,3,28,1,0
2021,10,23,782.99,1,5.5,781.99,142.18,1,3,28,2,0
2021,5,17,599,100,6,499,83.16666667,5,1,28,1,0
2021,2,7,426.93,38.06,21,388.87,18.51761905,5,6,28,2,0
2021,2,2,1148,400,2.75,748,272,4,1,28,2,0
2021,5,15,560.55,25,4,535.55,133.8875,4,6,28,2,0
2021,2,19,999,5,2.75,994,361.4545455,1,0,28,1,1
2021,4,24,489,250,8,239,29.875,1,0,28,1,0
2021,12,14,779,389.5,8.5,389.5,45.82352941,5,1,28,2,0
2021,2,14,857.54,50,5.5,807.54,146.8254545,3,0,28,1,0
2021,10,11,942.94,50,5.5,892.94,162.3527273,1,1,28,2,0
2021,6,8,879,150,5.5,729,132.5454545,4,7,28,2,0
2021,11,13,909,100,6.5,809,124.4615385,4,5,28,1,0
2021,1,3,1079,150,5.5,929,168.9090909,4,0,28,2,0
2021,2,18,1179,1,10,1178,117.8,4,1,28,2,0
2021,3,13,899,200,2.75,699,254.1818182,4,0,28,1,0
2021,3,11,999,5,5.5,994,180.7272727,5,0,28,1,1
2021,6,9,879,150,5.5,729,132.5454545,5,0,28,1,0
2021,3,23,841.36,50,5.72,791.36,138.3496503,1,1,28,1,1
2021,2,21,879,879,6,0,0,1,6,28,1,0
2021,9,12,1079,150,10,929,92.9,1,0,28,1,0
2021,5,21,1428,250,5.5,1178,214.1818182,5,0,28,2,0
2021,8,5,1276.27,25,5.96,1251.27,209.9446309,1,0,28,2,1
2021,5,6,879,100,5.5,779,141.6363636,5,0,28,2,0
2021,10,19,899,50,4,849,212.25,5,3,28,2,0
2021,1,25,747.93,101,19.5,646.93,33.17589744,5,0,28,1,0
2021,4,11,268.3,268.3,6,0,0,1,4,28,2,0
2021,9,24,840.29,5,17,835.29,49.13470588,1,0,28,2,1
2021,1,13,1078.56,100,5.89,978.56,166.139219,3,0,28,2,0
2021,7,3,949,50,12,899,74.91666667,4,6,28,1,0
2021,10,6,1185.56,31,5.89,1154.56,196.0203735,4,0,28,2,0
2021,2,4,599,5,5.5,594,108,5,0,28,1,0
2021,12,25,499,499,8,0,0,1,1,28,2,0
2021,11,5,961.1,100,6,861.1,143.5166667,5,1,28,2,0
2021,5,15,1179,100,11,1079,98.09090909,3,6,28,2,0
2021,8,20,1018.16,50,17,968.16,56.95058824,1,0,28,1,1
2021,2,23,984.74,50,17,934.74,54.98470588,1,5,28,1,0
2021,6,3,1226.16,50,11,1176.16,106.9236364,1,3,28,2,0
2021,11,9,1153,75,6,1078,179.6666667,1,0,28,2,0
2021,4,10,622.96,5,5.5,617.96,112.3563636,5,2,28,2,0
2021,2,5,1428,75,5.5,1353,246,4,0,28,2,1
2021,5,10,879,200,8.5,679,79.88235294,3,3,28,1,0
2021,7,9,879,100,5.5,779,141.6363636,4,0,28,2,0
2021,4,5,689,100,4,589,147.25,5,0,28,2,0
2021,8,21,784,75,5.5,709,128.9090909,5,1,28,2,0
2021,5,10,599,5,5.5,594,108,5,0,28,1,0
2021,11,15,599,25,8.5,574,67.52941176,1,0,28,1,1
2021,2,19,1428,275,5.5,1153,209.6363636,5,0,28,2,0
2021,11,25,1226.16,5,5.5,1221.16,222.0290909,4,0,28,1,0
2021,3,4,999,40,5.5,959,174.3636364,1,0,28,1,1
2021,9,4,1158,100,8,1058,132.25,4,1,28,1,0
2021,10,17,899,50,4,849,212.25,1,0,28,2,1
2021,2,15,1128,100,17,1028,60.47058824,5,0,28,1,0
2021,2,15,159.43,159.43,5.98,0,0,1,0,28,2,0
2021,11,25,449,19,4,430,107.5,4,7,28,1,0
2021,12,20,258.96,258.96,6.75,0,0,1,0,28,1,0
2021,8,23,894,85,12,809,67.41666667,4,6,28,2,0
2021,12,5,508.56,508.56,6,0,0,1,1,28,2,0
2021,4,8,929,50,8.5,879,103.4117647,4,6,28,1,0
2021,8,15,1129,100,6,1029,171.5,5,0,28,1,0
2021,6,23,1079,150,6,929,154.8333333,5,0,28,1,0
2021,4,1,994.03,250,4,744.03,186.0075,3,1,28,2,0
2021,3,5,799,250,7,549,78.42857143,5,1,28,2,0
2021,4,17,699,200,3,499,166.3333333,5,0,28,1,0
2021,1,11,1216.5,19,5.5,1197.5,217.7272727,4,0,28,1,0
2021,11,1,439,50,4,389,97.25,5,3,28,1,0
2021,7,5,489,489,7.5,0,0,1,3,28,2,0
2021,1,25,1001,1001,6,0,0,1,6,28,2,0
2021,4,16,380.81,50,19,330.81,17.41105263,3,0,28,2,0
2021,6,7,623,50,4,573,143.25,1,0,28,2,0
2021,4,8,776.39,100,4.25,676.39,159.1505882,4,3,28,2,0
2021,10,17,1128,125,9,1003,111.4444444,4,3,28,2,0
2021,8,6,599,19,4,580,145,4,0,28,2,0
2021,9,15,859,33,4,826,206.5,1,0,28,2,0
2021,1,20,449,19,4,430,107.5,4,5,28,1,0
2021,5,22,858,100,4,758,189.5,1,0,28,1,0
2021,12,9,449,19,4,430,107.5,5,0,28,1,0
2021,11,11,909,100,4.5,809,179.7777778,4,4,28,1,0
2021,9,19,1079,100,4,979,244.75,3,4,28,2,0
2021,8,8,1129,150,5.5,979,178,4,0,28,1,0
2021,5,11,859,33,4,826,206.5,4,1,28,2,0
2021,6,24,486.04,19,4,467.04,116.76,4,0,28,1,0
2021,6,12,1079,100,15,979,65.26666667,4,6,28,2,0
2021,4,20,929,50,4,879,219.75,4,0,28,1,0
2021,3,23,809,50,4,759,189.75,1,0,28,1,1
2021,10,17,1174.16,19,4,1155.16,288.79,1,1,28,1,1
2021,6,15,1129,150,4,979,244.75,3,1,28,2,0
2021,1,15,529.34,50,4,479.34,119.835,5,1,28,2,0
2021,2,10,1129,150,5.5,979,178,1,5,28,1,0
2021,10,25,459.03,40,38,419.03,11.02710526,1,4,28,2,0
2021,12,3,1128,125,7,1003,143.2857143,1,0,28,1,0
2021,9,18,449,19,4,430,107.5,4,0,28,1,0
2021,9,19,858,40,4,818,204.5,1,0,28,1,0
2021,6,16,449,19,4,430,107.5,4,4,28,2,0
2021,4,21,787.04,20,17,767.04,45.12,1,0,28,1,1
2021,7,17,249,249,7,0,0,1,1,28,1,0
2021,6,25,1397,100,12,1297,108.0833333,4,3,28,1,0
2021,6,16,599,24,4,575,143.75,1,1,28,2,0
2021,1,1,523.52,19,4.25,504.52,118.7105882,4,4,28,1,0
2021,6,18,449,25,4,424,106,1,6,28,2,0
2021,7,14,1129,250,6,879,146.5,5,1,28,1,0
2021,12,4,623,50,22,573,26.04545455,5,7,28,1,0
2021,7,4,523.52,19,4.25,504.52,118.7105882,4,0,28,1,0
2021,8,1,929,50,4,879,219.75,4,4,28,1,0
2021,10,15,1717.93,90,4.33,1627.93,375.965358,1,0,28,2,1
2021,9,21,469,19,2.75,450,163.6363636,4,3,28,1,0
2021,1,16,1138,150,4,988,247,4,5,28,2,0
2021,8,14,829,50,5.5,779,141.6363636,1,1,28,1,0
2021,1,7,474.82,20,4,454.82,113.705,1,5,28,2,0
2021,12,13,751.54,50,4.25,701.54,165.0682353,4,4,28,1,0
2021,9,6,2225.44,119,4,2106.44,526.61,4,1,28,2,0
2021,3,9,979,20,12,959,79.91666667,4,0,28,2,0
2021,7,24,1138,1138,11.25,0,0,1,0,28,2,0
2021,5,20,1328,100,11,1228,111.6363636,4,1,28,1,0
2021,4,11,1228,100,4,1128,282,1,3,28,1,0
2021,6,24,987.06,50,4.25,937.06,220.4847059,4,4,28,2,0
2021,11,25,849,50,4,799,199.75,3,1,28,2,0
2021,3,7,1098,100,3,998,332.6666667,1,0,28,1,1
2021,11,15,1112.81,200,4,912.81,228.2025,4,3,28,2,0
2021,7,1,403.99,19,4,384.99,96.2475,4,8,28,1,0
2021,12,24,349,20,3,329,109.6666667,1,0,28,2,0
2021,1,16,1228,100,10,1128,112.8,5,4,28,2,0
2021,5,17,489,489,9,0,0,1,1,28,1,0
2021,10,14,1484.4,120,15,1364.4,90.96,1,0,28,1,1
2021,4,17,829,19,4,810,202.5,5,5,28,2,0
2021,8,18,523.23,523.23,4,0,0,1,0,28,2,0
2021,4,12,899,100,14,799,57.07142857,1,1,28,1,0
2021,12,7,779,100,9,679,75.44444444,4,0,28,2,0
2021,4,6,483.8,25,4,458.8,114.7,1,6,28,1,0
2021,5,20,1238,150,4,1088,272,4,3,28,1,0
2021,9,8,1420.96,150,4,1270.96,317.74,1,3,28,1,0
2021,3,21,1121.12,150,4,971.12,242.78,4,0,28,2,0
2021,12,6,463,60,4.5,403,89.55555556,3,0,28,1,0
2021,12,25,1104,75,10,1029,102.9,4,1,28,1,0
2021,11,7,449,25,4,424,106,1,1,28,1,1
2021,1,9,362.23,75,8,287.23,35.90375,4,6,28,2,0
2021,6,17,779,100,8.5,679,79.88235294,1,6,28,1,0
2021,2,5,825.74,100,9,725.74,80.63777778,5,6,28,2,0
2021,4,13,449,38,4,411,102.75,4,0,28,2,0
2021,3,4,456.56,100,4,356.56,89.14,5,0,28,1,0
2021,9,22,1174.16,50,4,1124.16,281.04,1,0,28,2,0
2021,11,18,499,50,4,449,112.25,4,3,28,2,0
2021,6,2,829,50,8.5,779,91.64705882,1,1,28,1,0
2021,5,10,919,60,4,859,214.75,3,0,28,1,0
2021,12,18,784,75,4,709,177.25,5,3,28,1,0
2021,8,6,879,100,4,779,194.75,5,3,28,2,0
2021,2,23,449,19,4,430,107.5,1,5,28,1,0
2021,5,20,517.12,100,4,417.12,104.28,5,1,28,1,0
2021,11,25,465.43,50,21,415.43,19.78238095,1,0,28,1,0
2021,3,1,709,50,8.5,659,77.52941176,4,6,28,1,0
2021,5,12,779,100,4,679,169.75,1,0,28,1,0
2021,6,10,936.14,100,9,836.14,92.90444444,4,5,28,1,0
2021,9,14,909,100,9,809,89.88888889,5,0,28,2,0
2021,10,10,699,25,5.5,674,122.5454545,4,0,28,2,0
2021,3,13,942.99,250,5.5,692.99,125.9981818,5,0,28,2,0
2021,6,5,699,25,5,674,134.8,1,0,28,1,0
2021,9,15,517.03,100,19,417.03,21.94894737,5,6,28,2,0
2021,2,5,1129,100,11,1029,93.54545455,1,3,28,2,0
2021,7,19,1059.77,0,5.5,1059.77,192.6854545,5,7,28,2,0
2021,9,9,1148,100,12,1048,87.33333333,4,0,28,1,0
2021,11,1,1255.64,0,5.5,1255.64,228.2981818,1,5,28,2,0
2021,7,8,999,150,5.5,849,154.3636364,4,1,28,1,0
2021,11,23,914.84,0,5.5,914.84,166.3345455,1,1,28,1,0
2021,4,13,1179,50,8,1129,141.125,1,1,28,1,0
2021,10,4,2208,150,6,2058,343,5,1,28,1,0
2021,8,17,1048,175,5.5,873,158.7272727,5,3,28,2,0
2021,8,12,1939.27,15,5.5,1924.27,349.8672727,1,0,28,1,1
2021,4,17,1158,125,8,1033,129.125,1,1,28,2,0
2021,9,19,637.94,25,5.5,612.94,111.4436364,1,0,28,1,0
2021,4,19,1442,55,5.5,1387,252.1818182,3,1,28,2,0
2021,11,21,800.83,200,14,600.83,42.91642857,4,0,28,2,0
2021,8,17,849,100,4,749,187.25,3,0,28,2,0
2021,4,5,1329.31,25,5.5,1304.31,237.1472727,5,0,28,1,0
2021,6,19,999,5,5.5,994,180.7272727,4,4,28,2,0
2021,1,16,949,50,5.5,899,163.4545455,1,0,28,2,1
2021,3,6,1860.92,300,5.83,1560.92,267.7392796,5,3,28,2,0
2021,1,5,782.99,39,5.5,743.99,135.2709091,1,0,28,2,0
2021,8,17,529.34,529.34,5.5,0,0,4,3,28,2,0
2021,2,21,1309,5,5.5,1304,237.0909091,4,6,28,1,0
2021,7,5,599,0,5.5,599,108.9090909,5,7,28,1,0
2021,6,11,1018.16,100,5.5,918.16,166.9381818,3,5,28,2,0
2021,11,1,1018.16,100,5.5,918.16,166.9381818,5,0,28,2,0
2021,12,12,1437.56,175,5.5,1262.56,229.5563636,3,0,28,1,0
2021,2,12,798.99,5,5.5,793.99,144.3618182,1,0,28,1,1
2021,2,15,1340.14,150,6,1190.14,198.3566667,5,0,28,1,0
2021,10,12,909,100,14,809,57.78571429,1,3,28,1,0
2021,11,15,599,50,5.5,549,99.81818182,4,3,28,2,0
2021,12,10,879,100,9,779,86.55555556,5,0,28,2,0
2021,3,20,1221.06,125,9,1096.06,121.7844444,4,7,28,1,0
2021,9,1,1226.16,100,5.5,1126.16,204.7563636,3,0,28,2,0
2021,1,22,1222.62,100,20,1122.62,56.131,1,0,28,1,0
2021,10,11,1059.77,5,5.5,1054.77,191.7763636,1,1,28,2,0
2021,6,19,1216.73,75,11,1141.73,103.7936364,1,0,28,1,1
2021,5,25,929,100,12,829,69.08333333,5,0,28,2,0
2021,5,16,1148,125,17,1023,60.17647059,4,0,28,1,0
2021,9,19,1148,100,20,1048,52.4,3,1,28,2,0
2021,4,16,462.25,232.25,14,230,16.42857143,1,4,28,1,0
2021,3,8,268.71,268.71,96,0,0,1,0,28,1,0
2021,1,10,619,5,6,614,102.3333333,5,0,28,1,0
2021,6,25,362.96,362.96,0,0,0,1,0,28,2,0
2021,7,3,1229,48,10.25,1181,115.2195122,1,0,28,1,1
2021,3,8,349,349,15,0,0,1,0,28,2,0
2021,4,1,1528,100,6,1428,238,5,0,28,1,0
2021,1,7,619,5,6,614,102.3333333,4,4,28,1,0
2021,10,1,514,5,8.5,509,59.88235294,5,0,28,1,0
2021,4,24,879,5,6,874,145.6666667,4,7,28,2,0
2021,6,13,879,36,6,843,140.5,1,0,28,1,1
2021,5,16,999,50,6,949,158.1666667,1,0,28,1,1
2021,4,24,955.19,100,12,855.19,71.26583333,5,0,28,1,0
2021,8,11,719,35,6,684,114,4,2,28,2,0
2021,10,13,619,5,6,614,102.3333333,1,6,28,1,0
2021,8,4,1148,125,6,1023,170.5,4,3,28,2,0
2021,4,4,2107.04,225,6,1882.04,313.6733333,5,0,28,1,0
2021,2,4,999,5,6,994,165.6666667,4,1,28,2,0
2021,9,24,1696,300,10.75,1396,129.8604651,3,1,28,2,0
2021,7,2,1597,200,6,1397,232.8333333,3,0,28,2,0
2021,10,23,560.56,560.56,6,0,0,1,0,28,2,0
2021,11,2,1199,25,6,1174,195.6666667,1,1,28,2,1
2021,4,2,559,100,6,459,76.5,4,6,28,2,0
2021,6,12,1164.94,250,9,914.94,101.66,5,0,28,2,0
2021,5,24,619,100,21,519,24.71428571,5,7,28,2,0
2021,6,1,1178.68,150,6,1028.68,171.4466667,5,6,28,2,0
2021,1,8,1330.16,1330.16,9,0,0,1,0,28,2,0
2021,5,9,2660.32,10,6.25,2650.32,424.0512,5,0,28,2,0
2021,10,14,325,25,0,300,300,4,1,28,2,0
2021,10,3,517.03,100,19,417.03,21.94894737,3,0,28,2,0
2021,4,6,1000.23,75,25,925.23,37.0092,1,0,28,1,1
2021,10,21,1079,375,12,704,58.66666667,4,0,28,2,0
2021,6,20,1258,150,9,1108,123.1111111,5,3,28,2,0
2021,3,6,1478,100,9,1378,153.1111111,4,6,28,2,0
2021,2,11,1459.21,100,9,1359.21,151.0233333,4,7,28,1,0
2021,4,25,517.03,75,8,442.03,55.25375,1,1,28,1,0
2021,6,3,1650.12,100,14,1550.12,110.7228571,1,1,28,2,0
2021,12,19,1348,150,9,1198,133.1111111,5,0,28,2,0
2021,2,10,1129,100,9.5,1029,108.3157895,5,0,28,1,0
2021,2,8,957.44,100,6,857.44,142.9066667,1,3,28,1,1
2021,10,3,809,19,4,790,197.5,3,0,28,2,0
2021,8,4,1361.79,150,6.5,1211.79,186.4292308,4,0,28,2,0
2021,11,12,2344.16,500,6,1844.16,307.36,1,1,28,1,0
2021,9,22,1279,150,6,1129,188.1666667,5,0,28,2,0
2021,6,8,999,25,6,974,162.3333333,4,6,28,1,0
2021,10,8,1777,125,14,1652,118,1,8,28,1,0
2021,7,10,949,50,6,899,149.8333333,1,3,28,2,1
2021,1,17,702.54,19,6.5,683.54,105.16,4,0,28,2,0
2021,5,18,702.54,25,6.5,677.54,104.2369231,1,0,28,1,1
2021,3,10,1009.62,51,6,958.62,159.77,3,1,28,1,0
2021,12,16,999,75,3,924,308,1,0,28,1,0
2021,9,3,1497,150,3,1347,449,4,6,28,2,0
2021,10,19,1222.62,100,6,1122.62,187.1033333,3,0,28,2,0
2021,9,17,1099,250,6,849,141.5,5,1,28,2,0
2021,3,23,499,499,4.25,0,0,1,4,28,2,0
2021,11,17,889,150,4,739,184.75,1,8,28,2,0
2021,8,10,1199,50,8.5,1149,135.1764706,3,6,28,1,0
2021,10,6,1079,20,6,1059,176.5,4,0,28,1,0
2021,11,24,1170.44,250,14,920.44,65.74571429,3,7,28,1,0
2021,12,24,1248,30,3,1218,406,1,0,28,2,1
2021,6,17,1148,50,7,1098,156.8571429,3,7,28,1,0
2021,7,18,1243.79,50,6.5,1193.79,183.66,5,0,28,1,0
2021,11,4,1528,200,6,1328,221.3333333,5,5,28,2,0
2021,5,1,952.94,952.94,9,0,0,1,7,28,2,0
2021,4,15,1179,50,5.1,1129,221.372549,1,0,28,1,1
2021,6,16,1279,250,6,1029,171.5,1,0,28,1,1
2021,2,7,1129,100,4.75,1029,216.6315789,1,6,28,1,0
2021,8,11,779,150,6,629,104.8333333,4,6,28,1,0
2021,11,19,862.99,25,15,837.99,55.866,4,0,28,2,0
2021,11,13,1248,30,3,1218,406,4,6,28,2,0
2021,12,19,999,100,3,899,299.6666667,4,0,28,1,0
2021,12,12,656.14,25,6,631.14,105.19,1,1,28,1,1
2021,9,17,973.17,100,17,873.17,51.36294118,3,1,28,2,0
2021,7,21,1919.84,300,14,1619.84,115.7028571,5,0,28,1,0
2021,5,24,1148,100,8.5,1048,123.2941176,5,0,28,1,0
2021,1,9,929,100,12,829,69.08333333,5,3,28,1,0
2021,9,8,846.93,50,6,796.93,132.8216667,1,6,28,1,0
2021,4,7,619,19,6,600,100,4,0,28,2,0
2021,7,12,1231.23,100,15,1131.23,75.41533333,4,2,28,1,0
2021,1,14,929,100,12,829,69.08333333,4,1,28,2,0
2021,8,4,598.13,100,27,498.13,18.44925926,4,5,28,1,0
2021,2,7,1378,150,9.5,1228,129.2631579,5,4,28,1,0
2021,5,22,517.03,100,7,417.03,59.57571429,4,0,28,2,0
2021,6,7,439,439,15.4,0,0,1,6,28,2,0
2021,1,15,1216.73,75,9,1141.73,126.8588889,4,6,28,1,0
2021,12,11,999,5,6,994,165.6666667,3,0,28,1,0
2021,2,6,1269.77,75,25,1194.77,47.7908,1,1,28,1,0
2021,10,16,924,75,8.5,849,99.88235294,4,6,28,1,0
2021,11,4,1348,150,14,1198,85.57142857,3,0,28,2,0
2021,1,21,1191.44,75,14,1116.44,79.74571429,1,1,28,2,0
2021,6,10,1178,125,12,1053,87.75,3,0,28,2,0
2021,2,23,1248,100,10,1148,114.8,4,0,28,2,0
2021,12,4,325,25,0,300,300,5,0,28,2,0
2021,12,23,1589.12,100,9,1489.12,165.4577778,5,6,28,2,0
2021,10,8,1225.49,100,15,1125.49,75.03266667,5,1,28,2,0
2021,5,12,1746,80,6,1666,277.6666667,3,0,28,1,0
2021,12,7,2021,10,6,2011,335.1666667,3,0,28,2,1
2021,2,5,517.03,60,21,457.03,21.76333333,1,0,28,2,0
2021,10,18,999,150,6,849,141.5,4,6,28,2,0
2021,10,19,978,51,7,927,132.4285714,1,0,28,2,1
2021,2,16,1258,150,6,1108,184.6666667,4,0,28,2,0
2021,2,8,1258,250,6,1008,168,5,3,28,1,0
2021,2,7,2285.92,200,6,2085.92,347.6533333,3,6,28,2,0
2021,9,4,919,80,6,839,139.8333333,3,0,28,1,0
2021,6,22,899,100,6,799,133.1666667,4,0,28,2,0
2021,10,17,939.46,82,43,857.46,19.94093023,1,1,28,2,0
2021,1,22,999,150,9,849,94.33333333,1,0,28,1,1
2021,5,20,453.57,453.57,0,0,0,1,3,28,2,0
2021,6,18,1248,30,6,1218,203,1,0,28,1,0
2021,1,18,899,100,12,799,66.58333333,4,6,28,2,0
2021,7,1,325,325,0,0,0,1,1,28,2,0
2021,11,11,899,175,13.5,724,53.62962963,5,5,28,2,0
2021,1,11,1348,100,9,1248,138.6666667,3,0,28,1,0
2021,8,6,598.13,100,35,498.13,14.23228571,1,1,28,1,0
2021,8,12,1452.47,100,9,1352.47,150.2744444,4,0,28,1,0
2021,8,4,499,50,6,449,74.83333333,1,0,28,2,1
2021,3,14,439,50,4,389,97.25,4,0,28,2,0
2021,2,2,1078.09,25,20,1053.09,52.6545,3,1,28,1,0
2021,6,8,1279,50,6,1229,204.8333333,3,6,28,1,0
2021,4,17,808.34,50,19,758.34,39.91263158,1,0,28,2,1
2021,1,8,1279,50,6,1229,204.8333333,3,1,28,2,1
2021,4,11,702.54,25,6.5,677.54,104.2369231,4,1,28,1,0
2021,6,9,696.05,300,21,396.05,18.85952381,5,6,28,1,0
2021,1,5,1666,300,6,1366,227.6666667,4,0,28,2,0
2021,1,5,499,25,6,474,79,4,6,28,2,0
2021,1,2,619,619,18,0,0,1,6,28,1,0
2021,3,25,2026,150,6,1876,312.6666667,1,3,28,1,1
2021,1,15,899,100,8.5,799,94,3,6,28,1,0
2021,5,25,959.68,100,6,859.68,143.28,5,0,28,1,0
2021,8,20,1589.12,26,6.25,1563.12,250.0992,5,0,28,1,0
2021,9,9,1280.6,65,6.5,1215.6,187.0153846,1,0,28,2,1
2021,11,1,619,19,6,600,100,5,1,28,1,0
2021,11,18,1216.88,200,17,1016.88,59.81647059,1,4,28,2,0
2021,3,2,929,100,12,829,69.08333333,4,0,28,2,0
2021,8,7,1216.73,75,14,1141.73,81.55214286,1,0,28,2,1
2021,12,20,1666,300,14,1366,97.57142857,3,0,28,2,0
2021,1,14,1164.94,100,14,1064.94,76.06714286,1,0,28,1,1
2021,11,8,924,75,13.5,849,62.88888889,4,1,28,2,0
2021,1,8,1330.16,50,3,1280.16,426.72,1,0,28,1,1
2021,6,19,1298,125,9,1173,130.3333333,4,1,28,2,0
2021,1,15,1330.34,150,6,1180.34,196.7233333,5,0,28,1,0
2021,6,12,1222.62,125,12,1097.62,91.46833333,4,8,28,2,0
2021,9,18,849.15,25,6,824.15,137.3583333,4,4,28,2,0
2021,4,17,1378,100,15.25,1278,83.80327869,3,2,28,2,0
2021,2,5,1148,100,15,1048,69.86666667,5,4,28,2,0
2021,7,1,1503,275,9.5,1228,129.2631579,3,0,28,1,0
2021,8,19,1148,150,10,998,99.8,3,0,28,2,0
2021,9,3,1288,250,5.38,1038,192.936803,4,0,28,2,0
2021,8,8,1571,300,4,1271,317.75,4,1,28,1,0
2021,6,17,899,250,6,649,108.1666667,1,7,28,1,0
2021,2,16,719,30,6,689,114.8333333,4,1,28,2,0
2021,11,5,766.99,25,6,741.99,123.665,5,5,28,1,0
2021,6,13,999,150,9,849,94.33333333,4,3,28,1,0
